Variant,Age,Sex,Year,Population projection by age and sex 2026-2075
High variant H1,81 years,Males,2039,1490
High variant H1,81 years,Males,2040,1380
High variant H1,81 years,Males,2041,1483
High variant H1,81 years,Males,2042,1489
High variant H1,81 years,Males,2043,1410
High variant H1,81 years,Males,2044,1471
High variant H1,81 years,Males,2045,1505
High variant H1,81 years,Males,2046,1467
High variant H1,81 years,Males,2047,1526
High variant H1,81 years,Males,2048,1547
High variant H1,81 years,Males,2049,1488
High variant H1,81 years,Males,2050,1523
High variant H1,81 years,Males,2051,1512
High variant H1,81 years,Males,2052,1554
High variant H1,81 years,Males,2053,1677
High variant H1,81 years,Males,2054,1804
High variant H1,81 years,Males,2055,1909
High variant H1,81 years,Males,2056,1870
High variant H1,81 years,Males,2057,1959
High variant H1,81 years,Males,2058,2067
High variant H1,81 years,Males,2059,2016
High variant H1,81 years,Males,2060,2131
High variant H1,81 years,Males,2061,2287
High variant H1,81 years,Males,2062,2352
High variant H1,81 years,Males,2063,2332
High variant H1,81 years,Males,2064,2478
High variant H1,81 years,Males,2065,2492
High variant H1,81 years,Males,2066,2562
High variant H1,81 years,Males,2067,2522
High variant H1,81 years,Males,2068,2667
High variant H1,81 years,Males,2069,2878
High variant H1,81 years,Males,2070,3182
High variant H1,81 years,Males,2071,3251
High variant H1,81 years,Males,2072,3576
High variant H1,81 years,Males,2073,3615
High variant H1,81 years,Males,2074,3781
High variant H1,81 years,Females,2026,957
High variant H1,81 years,Females,2027,1031
High variant H1,81 years,Females,2028,1025
High variant H1,81 years,Females,2029,1111
High variant H1,81 years,Females,2030,1231
High variant H1,81 years,Females,2031,1185
High variant H1,81 years,Females,2032,1237
High variant H1,81 years,Females,2033,1331
High variant H1,81 years,Females,2034,1299
High variant H1,81 years,Females,2035,1418
High variant H1,81 years,Females,2036,1434
High variant H1,81 years,Females,2037,1507
High variant H1,81 years,Females,2038,1545
High variant H1,81 years,Females,2039,1578
High variant H1,81 years,Females,2040,1545
High variant H1,81 years,Females,2041,1594
High variant H1,81 years,Females,2042,1582
High variant H1,81 years,Females,2043,1536
High variant H1,81 years,Females,2044,1646
High variant H1,81 years,Females,2045,1686
High variant H1,81 years,Females,2046,1742
High variant H1,81 years,Females,2047,1665
High variant H1,81 years,Females,2048,1754
High variant H1,81 years,Females,2049,1688
High variant H1,81 years,Females,2050,1576
High variant H1,81 years,Females,2051,1673
High variant H1,81 years,Females,2052,1601
High variant H1,81 years,Females,2053,1705
High variant H1,81 years,Females,2054,1947
High variant H1,81 years,Females,2055,1932
High variant H1,81 years,Females,2056,1825
High variant H1,81 years,Females,2057,1926
High variant H1,81 years,Females,2058,1917
High variant H1,81 years,Females,2059,1923
High variant H1,81 years,Females,2060,2030
High variant H1,81 years,Females,2061,2200
High variant H1,81 years,Females,2062,2254
High variant H1,81 years,Females,2063,2208
High variant H1,81 years,Females,2064,2239
High variant H1,81 years,Females,2065,2324
High variant H1,81 years,Females,2066,2323
High variant H1,81 years,Females,2067,2332
High variant H1,81 years,Females,2068,2327
High variant H1,81 years,Females,2069,2380
High variant H1,81 years,Females,2070,2642
High variant H1,81 years,Females,2071,2759
High variant H1,81 years,Females,2072,2952
High variant H1,81 years,Females,2073,2860
High variant H1,81 years,Females,2074,2995
High variant H1,82 years,Total,2026,1643
High variant H1,82 years,Total,2027,1739
High variant H1,82 years,Total,2028,1889
High variant H1,82 years,Total,2029,1913
High variant H1,82 years,Total,2030,2065
High variant H1,82 years,Total,2031,2183
High variant H1,82 years,Total,2032,2227
High variant H1,82 years,Total,2033,2347
High variant H1,82 years,Total,2034,2365
High variant H1,82 years,Total,2035,2405
High variant H1,82 years,Total,2036,2586
High variant H1,82 years,Total,2037,2615
High variant H1,82 years,Total,2038,2733
High variant H1,82 years,Total,2039,2838
High variant H1,82 years,Total,2040,2951
High variant H1,82 years,Total,2041,2816
High variant H1,82 years,Total,2042,2964
High variant H1,82 years,Total,2043,2959
High variant H1,82 years,Total,2044,2840
High variant H1,82 years,Total,2045,3006
High variant H1,82 years,Total,2046,3079
High variant H1,82 years,Total,2047,3098
High variant H1,82 years,Total,2048,3083
High variant H1,82 years,Total,2049,3190
High variant H1,82 years,Total,2050,3070
High variant H1,82 years,Total,2051,2996
High variant H1,82 years,Total,2052,3081
High variant H1,82 years,Total,2053,3052
High variant H1,82 years,Total,2054,3273
High variant H1,82 years,Total,2055,3631
High variant H1,82 years,Total,2056,3719
High variant H1,82 years,Total,2057,3578
High variant H1,82 years,Total,2058,3764
High variant H1,82 years,Total,2059,3861
High variant H1,82 years,Total,2060,3821
High variant H1,82 years,Total,2061,4035
High variant H1,82 years,Total,2062,4355
High variant H1,82 years,Total,2063,4472
High variant H1,82 years,Total,2064,4409
High variant H1,82 years,Total,2065,4582
High variant H1,82 years,Total,2066,4680
High variant H1,82 years,Total,2067,4748
High variant H1,82 years,Total,2068,4719
High variant H1,82 years,Total,2069,4855
High variant H1,82 years,Total,2070,5114
High variant H1,82 years,Total,2071,5666
High variant H1,82 years,Total,2072,5849
High variant H1,82 years,Total,2073,6355
High variant H1,82 years,Total,2074,6305
High variant H1,82 years,Males,2026,741
High variant H1,82 years,Males,2027,817
High variant H1,82 years,Males,2028,895
High variant H1,82 years,Males,2029,925
High variant H1,82 years,Males,2030,994
High variant H1,82 years,Males,2031,996
High variant H1,82 years,Males,2032,1084
High variant H1,82 years,Males,2033,1153
High variant H1,82 years,Males,2034,1080
High variant H1,82 years,Males,2035,1150
High variant H1,82 years,Males,2036,1216
High variant H1,82 years,Males,2037,1229
High variant H1,82 years,Males,2038,1275
High variant H1,82 years,Males,2039,1343
High variant H1,82 years,Males,2040,1424
High variant H1,82 years,Males,2041,1320
High variant H1,82 years,Males,2042,1420
High variant H1,82 years,Males,2043,1426
High variant H1,82 years,Males,2044,1351
High variant H1,82 years,Males,2045,1411
High variant H1,82 years,Males,2046,1444
High variant H1,82 years,Males,2047,1408
High variant H1,82 years,Males,2048,1466
High variant H1,82 years,Males,2049,1486
High variant H1,82 years,Males,2050,1430
High variant H1,82 years,Males,2051,1464
High variant H1,82 years,Males,2052,1454
High variant H1,82 years,Males,2053,1495
High variant H1,82 years,Males,2054,1614
High variant H1,82 years,Males,2055,1736
High variant H1,82 years,Males,2056,1838
High variant H1,82 years,Males,2057,1801
High variant H1,82 years,Males,2058,1888
High variant H1,82 years,Males,2059,1993
High variant H1,82 years,Males,2060,1945
High variant H1,82 years,Males,2061,2056
High variant H1,82 years,Males,2062,2209
High variant H1,82 years,Males,2063,2273
High variant H1,82 years,Males,2064,2254
High variant H1,82 years,Males,2065,2396
High variant H1,82 years,Males,2066,2411
High variant H1,82 years,Males,2067,2480
High variant H1,82 years,Males,2068,2441
High variant H1,82 years,Males,2069,2582
High variant H1,82 years,Males,2070,2788
High variant H1,82 years,Males,2071,3083
High variant H1,82 years,Males,2072,3151
High variant H1,82 years,Males,2073,3468
High variant H1,82 years,Males,2074,3507
High variant H1,82 years,Females,2026,902
High variant H1,82 years,Females,2027,922
High variant H1,82 years,Females,2028,994
High variant H1,82 years,Females,2029,988
High variant H1,82 years,Females,2030,1071
High variant H1,82 years,Females,2031,1187
High variant H1,82 years,Females,2032,1143
High variant H1,82 years,Females,2033,1194
High variant H1,82 years,Females,2034,1285
High variant H1,82 years,Females,2035,1255
High variant H1,82 years,Females,2036,1370
High variant H1,82 years,Females,2037,1386
High variant H1,82 years,Females,2038,1458
High variant H1,82 years,Females,2039,1495
High variant H1,82 years,Females,2040,1527
High variant H1,82 years,Females,2041,1496
High variant H1,82 years,Females,2042,1544
High variant H1,82 years,Females,2043,1533
High variant H1,82 years,Females,2044,1489
High variant H1,82 years,Females,2045,1595
High variant H1,82 years,Females,2046,1635
High variant H1,82 years,Females,2047,1690
High variant H1,82 years,Females,2048,1617
High variant H1,82 years,Females,2049,1704
High variant H1,82 years,Females,2050,1640
High variant H1,82 years,Females,2051,1532
High variant H1,82 years,Females,2052,1627
High variant H1,82 years,Females,2053,1557
High variant H1,82 years,Females,2054,1659
High variant H1,82 years,Females,2055,1895
High variant H1,82 years,Females,2056,1881
High variant H1,82 years,Females,2057,1777
High variant H1,82 years,Females,2058,1876
High variant H1,82 years,Females,2059,1868
High variant H1,82 years,Females,2060,1876
High variant H1,82 years,Females,2061,1979
High variant H1,82 years,Females,2062,2146
High variant H1,82 years,Females,2063,2199
High variant H1,82 years,Females,2064,2155
High variant H1,82 years,Females,2065,2186
High variant H1,82 years,Females,2066,2269
High variant H1,82 years,Females,2067,2268
High variant H1,82 years,Females,2068,2278
High variant H1,82 years,Females,2069,2273
High variant H1,82 years,Females,2070,2326
High variant H1,82 years,Females,2071,2583
High variant H1,82 years,Females,2072,2698
High variant H1,82 years,Females,2073,2887
High variant H1,82 years,Females,2074,2798
High variant H1,83 years,Total,2026,1495
High variant H1,83 years,Total,2027,1562
High variant H1,83 years,Total,2028,1653
High variant H1,83 years,Total,2029,1796
High variant H1,83 years,Total,2030,1819
High variant H1,83 years,Total,2031,1964
High variant H1,83 years,Total,2032,2079
High variant H1,83 years,Total,2033,2122
High variant H1,83 years,Total,2034,2237
High variant H1,83 years,Total,2035,2256
High variant H1,83 years,Total,2036,2294
High variant H1,83 years,Total,2037,2470
High variant H1,83 years,Total,2038,2499
High variant H1,83 years,Total,2039,2613
High variant H1,83 years,Total,2040,2714
High variant H1,83 years,Total,2041,2824
High variant H1,83 years,Total,2042,2696
High variant H1,83 years,Total,2043,2839
High variant H1,83 years,Total,2044,2835
High variant H1,83 years,Total,2045,2723
High variant H1,83 years,Total,2046,2884
High variant H1,83 years,Total,2047,2956
High variant H1,83 years,Total,2048,2978
High variant H1,83 years,Total,2049,2963
High variant H1,83 years,Total,2050,3068
High variant H1,83 years,Total,2051,2954
High variant H1,83 years,Total,2052,2883
High variant H1,83 years,Total,2053,2967
High variant H1,83 years,Total,2054,2940
High variant H1,83 years,Total,2055,3154
High variant H1,83 years,Total,2056,3502
High variant H1,83 years,Total,2057,3588
High variant H1,83 years,Total,2058,3453
High variant H1,83 years,Total,2059,3634
High variant H1,83 years,Total,2060,3728
High variant H1,83 years,Total,2061,3691
High variant H1,83 years,Total,2062,3899
High variant H1,83 years,Total,2063,4210
High variant H1,83 years,Total,2064,4324
High variant H1,83 years,Total,2065,4264
High variant H1,83 years,Total,2066,4433
High variant H1,83 years,Total,2067,4529
High variant H1,83 years,Total,2068,4596
High variant H1,83 years,Total,2069,4571
High variant H1,83 years,Total,2070,4703
High variant H1,83 years,Total,2071,4955
High variant H1,83 years,Total,2072,5493
High variant H1,83 years,Total,2073,5673
High variant H1,83 years,Total,2074,6166
High variant H1,83 years,Males,2026,692
High variant H1,83 years,Males,2027,698
High variant H1,83 years,Males,2028,770
High variant H1,83 years,Males,2029,843
High variant H1,83 years,Males,2030,872
High variant H1,83 years,Males,2031,937
High variant H1,83 years,Males,2032,940
High variant H1,83 years,Males,2033,1025
High variant H1,83 years,Males,2034,1091
High variant H1,83 years,Males,2035,1022
High variant H1,83 years,Males,2036,1088
High variant H1,83 years,Males,2037,1153
High variant H1,83 years,Males,2038,1166
High variant H1,83 years,Males,2039,1210
High variant H1,83 years,Males,2040,1275
High variant H1,83 years,Males,2041,1353
High variant H1,83 years,Males,2042,1255
High variant H1,83 years,Males,2043,1351
High variant H1,83 years,Males,2044,1357
High variant H1,83 years,Males,2045,1287
High variant H1,83 years,Males,2046,1345
High variant H1,83 years,Males,2047,1376
High variant H1,83 years,Males,2048,1343
High variant H1,83 years,Males,2049,1399
High variant H1,83 years,Males,2050,1419
High variant H1,83 years,Males,2051,1366
High variant H1,83 years,Males,2052,1399
High variant H1,83 years,Males,2053,1390
High variant H1,83 years,Males,2054,1430
High variant H1,83 years,Males,2055,1545
High variant H1,83 years,Males,2056,1664
High variant H1,83 years,Males,2057,1762
High variant H1,83 years,Males,2058,1728
High variant H1,83 years,Males,2059,1812
High variant H1,83 years,Males,2060,1914
High variant H1,83 years,Males,2061,1869
High variant H1,83 years,Males,2062,1976
High variant H1,83 years,Males,2063,2124
High variant H1,83 years,Males,2064,2186
High variant H1,83 years,Males,2065,2168
High variant H1,83 years,Males,2066,2306
High variant H1,83 years,Males,2067,2322
High variant H1,83 years,Males,2068,2389
High variant H1,83 years,Males,2069,2353
High variant H1,83 years,Males,2070,2490
High variant H1,83 years,Males,2071,2689
High variant H1,83 years,Males,2072,2975
High variant H1,83 years,Males,2073,3042
High variant H1,83 years,Males,2074,3350
High variant H1,83 years,Females,2026,803
High variant H1,83 years,Females,2027,864
High variant H1,83 years,Females,2028,883
High variant H1,83 years,Females,2029,953
High variant H1,83 years,Females,2030,947
High variant H1,83 years,Females,2031,1027
High variant H1,83 years,Females,2032,1139
High variant H1,83 years,Females,2033,1097
High variant H1,83 years,Females,2034,1146
High variant H1,83 years,Females,2035,1234
High variant H1,83 years,Females,2036,1206
High variant H1,83 years,Females,2037,1317
High variant H1,83 years,Females,2038,1333
High variant H1,83 years,Females,2039,1403
High variant H1,83 years,Females,2040,1439
High variant H1,83 years,Females,2041,1471
High variant H1,83 years,Females,2042,1441
High variant H1,83 years,Females,2043,1488
High variant H1,83 years,Females,2044,1478
High variant H1,83 years,Females,2045,1436
High variant H1,83 years,Females,2046,1539
High variant H1,83 years,Females,2047,1580
High variant H1,83 years,Females,2048,1635
High variant H1,83 years,Females,2049,1564
High variant H1,83 years,Females,2050,1649
High variant H1,83 years,Females,2051,1588
High variant H1,83 years,Females,2052,1484
High variant H1,83 years,Females,2053,1577
High variant H1,83 years,Females,2054,1510
High variant H1,83 years,Females,2055,1609
High variant H1,83 years,Females,2056,1838
High variant H1,83 years,Females,2057,1826
High variant H1,83 years,Females,2058,1725
High variant H1,83 years,Females,2059,1822
High variant H1,83 years,Females,2060,1814
High variant H1,83 years,Females,2061,1822
High variant H1,83 years,Females,2062,1923
High variant H1,83 years,Females,2063,2086
High variant H1,83 years,Females,2064,2138
High variant H1,83 years,Females,2065,2096
High variant H1,83 years,Females,2066,2127
High variant H1,83 years,Females,2067,2207
High variant H1,83 years,Females,2068,2207
High variant H1,83 years,Females,2069,2218
High variant H1,83 years,Females,2070,2213
High variant H1,83 years,Females,2071,2266
High variant H1,83 years,Females,2072,2518
High variant H1,83 years,Females,2073,2631
High variant H1,83 years,Females,2074,2816
High variant H1,84 years,Total,2026,1239
High variant H1,84 years,Total,2027,1409
High variant H1,84 years,Total,2028,1473
High variant H1,84 years,Total,2029,1560
High variant H1,84 years,Total,2030,1697
High variant H1,84 years,Total,2031,1720
High variant H1,84 years,Total,2032,1857
High variant H1,84 years,Total,2033,1968
High variant H1,84 years,Total,2034,2009
High variant H1,84 years,Total,2035,2119
High variant H1,84 years,Total,2036,2140
High variant H1,84 years,Total,2037,2176
High variant H1,84 years,Total,2038,2345
High variant H1,84 years,Total,2039,2374
High variant H1,84 years,Total,2040,2485
High variant H1,84 years,Total,2041,2583
High variant H1,84 years,Total,2042,2688
High variant H1,84 years,Total,2043,2569
High variant H1,84 years,Total,2044,2706
High variant H1,84 years,Total,2045,2703
High variant H1,84 years,Total,2046,2599
High variant H1,84 years,Total,2047,2754
High variant H1,84 years,Total,2048,2824
High variant H1,84 years,Total,2049,2847
High variant H1,84 years,Total,2050,2833
High variant H1,84 years,Total,2051,2936
High variant H1,84 years,Total,2052,2828
High variant H1,84 years,Total,2053,2759
High variant H1,84 years,Total,2054,2843
High variant H1,84 years,Total,2055,2817
High variant H1,84 years,Total,2056,3024
High variant H1,84 years,Total,2057,3359
High variant H1,84 years,Total,2058,3443
High variant H1,84 years,Total,2059,3315
High variant H1,84 years,Total,2060,3490
High variant H1,84 years,Total,2061,3581
High variant H1,84 years,Total,2062,3549
High variant H1,84 years,Total,2063,3750
High variant H1,84 years,Total,2064,4052
High variant H1,84 years,Total,2065,4163
High variant H1,84 years,Total,2066,4106
High variant H1,84 years,Total,2067,4269
High variant H1,84 years,Total,2068,4364
High variant H1,84 years,Total,2069,4430
High variant H1,84 years,Total,2070,4408
High variant H1,84 years,Total,2071,4538
High variant H1,84 years,Total,2072,4782
High variant H1,84 years,Total,2073,5304
High variant H1,84 years,Total,2074,5480
High variant H1,84 years,Males,2026,557
High variant H1,84 years,Males,2027,645
High variant H1,84 years,Males,2028,651
High variant H1,84 years,Males,2029,719
High variant H1,84 years,Males,2030,789
High variant H1,84 years,Males,2031,817
High variant H1,84 years,Males,2032,877
High variant H1,84 years,Males,2033,881
High variant H1,84 years,Males,2034,961
High variant H1,84 years,Males,2035,1024
High variant H1,84 years,Males,2036,960
High variant H1,84 years,Males,2037,1023
High variant H1,84 years,Males,2038,1085
High variant H1,84 years,Males,2039,1098
High variant H1,84 years,Males,2040,1141
High variant H1,84 years,Males,2041,1204
High variant H1,84 years,Males,2042,1278
High variant H1,84 years,Males,2043,1187
High variant H1,84 years,Males,2044,1278
High variant H1,84 years,Males,2045,1284
High variant H1,84 years,Males,2046,1218
High variant H1,84 years,Males,2047,1274
High variant H1,84 years,Males,2048,1304
High variant H1,84 years,Males,2049,1274
High variant H1,84 years,Males,2050,1328
High variant H1,84 years,Males,2051,1348
High variant H1,84 years,Males,2052,1298
High variant H1,84 years,Males,2053,1330
High variant H1,84 years,Males,2054,1323
High variant H1,84 years,Males,2055,1361
High variant H1,84 years,Males,2056,1472
High variant H1,84 years,Males,2057,1586
High variant H1,84 years,Males,2058,1680
High variant H1,84 years,Males,2059,1649
High variant H1,84 years,Males,2060,1730
High variant H1,84 years,Males,2061,1828
High variant H1,84 years,Males,2062,1786
High variant H1,84 years,Males,2063,1889
High variant H1,84 years,Males,2064,2032
High variant H1,84 years,Males,2065,2092
High variant H1,84 years,Males,2066,2075
High variant H1,84 years,Males,2067,2208
High variant H1,84 years,Males,2068,2225
High variant H1,84 years,Males,2069,2290
High variant H1,84 years,Males,2070,2257
High variant H1,84 years,Males,2071,2390
High variant H1,84 years,Males,2072,2582
High variant H1,84 years,Males,2073,2858
High variant H1,84 years,Males,2074,2924
High variant H1,84 years,Females,2026,682
High variant H1,84 years,Females,2027,764
High variant H1,84 years,Females,2028,822
High variant H1,84 years,Females,2029,841
High variant H1,84 years,Females,2030,908
High variant H1,84 years,Females,2031,903
High variant H1,84 years,Females,2032,980
High variant H1,84 years,Females,2033,1087
High variant H1,84 years,Females,2034,1048
High variant H1,84 years,Females,2035,1095
High variant H1,84 years,Females,2036,1180
High variant H1,84 years,Females,2037,1153
High variant H1,84 years,Females,2038,1260
High variant H1,84 years,Females,2039,1276
High variant H1,84 years,Females,2040,1344
High variant H1,84 years,Females,2041,1379
High variant H1,84 years,Females,2042,1410
High variant H1,84 years,Females,2043,1382
High variant H1,84 years,Females,2044,1428
High variant H1,84 years,Females,2045,1419
High variant H1,84 years,Females,2046,1381
High variant H1,84 years,Females,2047,1480
High variant H1,84 years,Females,2048,1520
High variant H1,84 years,Females,2049,1573
High variant H1,84 years,Females,2050,1505
High variant H1,84 years,Females,2051,1588
High variant H1,84 years,Females,2052,1530
High variant H1,84 years,Females,2053,1429
High variant H1,84 years,Females,2054,1520
High variant H1,84 years,Females,2055,1456
High variant H1,84 years,Females,2056,1552
High variant H1,84 years,Females,2057,1773
High variant H1,84 years,Females,2058,1763
High variant H1,84 years,Females,2059,1666
High variant H1,84 years,Females,2060,1760
High variant H1,84 years,Females,2061,1753
High variant H1,84 years,Females,2062,1763
High variant H1,84 years,Females,2063,1861
High variant H1,84 years,Females,2064,2020
High variant H1,84 years,Females,2065,2071
High variant H1,84 years,Females,2066,2031
High variant H1,84 years,Females,2067,2061
High variant H1,84 years,Females,2068,2139
High variant H1,84 years,Females,2069,2140
High variant H1,84 years,Females,2070,2151
High variant H1,84 years,Females,2071,2148
High variant H1,84 years,Females,2072,2200
High variant H1,84 years,Females,2073,2446
High variant H1,84 years,Females,2074,2556
High variant H1,85 years,Total,2026,1094
High variant H1,85 years,Total,2027,1158
High variant H1,85 years,Total,2028,1317
High variant H1,85 years,Total,2029,1378
High variant H1,85 years,Total,2030,1462
High variant H1,85 years,Total,2031,1590
High variant H1,85 years,Total,2032,1613
High variant H1,85 years,Total,2033,1743
High variant H1,85 years,Total,2034,1850
High variant H1,85 years,Total,2035,1888
High variant H1,85 years,Total,2036,1993
High variant H1,85 years,Total,2037,2016
High variant H1,85 years,Total,2038,2051
High variant H1,85 years,Total,2039,2211
High variant H1,85 years,Total,2040,2240
High variant H1,85 years,Total,2041,2347
High variant H1,85 years,Total,2042,2441
High variant H1,85 years,Total,2043,2541
High variant H1,85 years,Total,2044,2431
High variant H1,85 years,Total,2045,2562
High variant H1,85 years,Total,2046,2562
High variant H1,85 years,Total,2047,2465
High variant H1,85 years,Total,2048,2614
High variant H1,85 years,Total,2049,2682
High variant H1,85 years,Total,2050,2706
High variant H1,85 years,Total,2051,2693
High variant H1,85 years,Total,2052,2793
High variant H1,85 years,Total,2053,2691
High variant H1,85 years,Total,2054,2626
High variant H1,85 years,Total,2055,2709
High variant H1,85 years,Total,2056,2685
High variant H1,85 years,Total,2057,2883
High variant H1,85 years,Total,2058,3205
High variant H1,85 years,Total,2059,3286
High variant H1,85 years,Total,2060,3166
High variant H1,85 years,Total,2061,3334
High variant H1,85 years,Total,2062,3422
High variant H1,85 years,Total,2063,3395
High variant H1,85 years,Total,2064,3588
High variant H1,85 years,Total,2065,3879
High variant H1,85 years,Total,2066,3987
High variant H1,85 years,Total,2067,3934
High variant H1,85 years,Total,2068,4092
High variant H1,85 years,Total,2069,4185
High variant H1,85 years,Total,2070,4250
High variant H1,85 years,Total,2071,4230
High variant H1,85 years,Total,2072,4356
High variant H1,85 years,Total,2073,4592
High variant H1,85 years,Total,2074,5096
High variant H1,85 years,Males,2026,469
High variant H1,85 years,Males,2027,514
High variant H1,85 years,Males,2028,595
High variant H1,85 years,Males,2029,601
High variant H1,85 years,Males,2030,666
High variant H1,85 years,Males,2031,731
High variant H1,85 years,Males,2032,758
High variant H1,85 years,Males,2033,814
High variant H1,85 years,Males,2034,819
High variant H1,85 years,Males,2035,894
High variant H1,85 years,Males,2036,953
High variant H1,85 years,Males,2037,895
High variant H1,85 years,Males,2038,955
High variant H1,85 years,Males,2039,1013
High variant H1,85 years,Males,2040,1026
High variant H1,85 years,Males,2041,1067
High variant H1,85 years,Males,2042,1127
High variant H1,85 years,Males,2043,1197
High variant H1,85 years,Males,2044,1113
High variant H1,85 years,Males,2045,1199
High variant H1,85 years,Males,2046,1206
High variant H1,85 years,Males,2047,1145
High variant H1,85 years,Males,2048,1198
High variant H1,85 years,Males,2049,1227
High variant H1,85 years,Males,2050,1200
High variant H1,85 years,Males,2051,1252
High variant H1,85 years,Males,2052,1272
High variant H1,85 years,Males,2053,1225
High variant H1,85 years,Males,2054,1256
High variant H1,85 years,Males,2055,1250
High variant H1,85 years,Males,2056,1286
High variant H1,85 years,Males,2057,1392
High variant H1,85 years,Males,2058,1501
High variant H1,85 years,Males,2059,1591
High variant H1,85 years,Males,2060,1564
High variant H1,85 years,Males,2061,1641
High variant H1,85 years,Males,2062,1735
High variant H1,85 years,Males,2063,1697
High variant H1,85 years,Males,2064,1795
High variant H1,85 years,Males,2065,1932
High variant H1,85 years,Males,2066,1990
High variant H1,85 years,Males,2067,1975
High variant H1,85 years,Males,2068,2103
High variant H1,85 years,Males,2069,2120
High variant H1,85 years,Males,2070,2183
High variant H1,85 years,Males,2071,2153
High variant H1,85 years,Males,2072,2281
High variant H1,85 years,Males,2073,2466
High variant H1,85 years,Males,2074,2731
High variant H1,85 years,Females,2026,625
High variant H1,85 years,Females,2027,644
High variant H1,85 years,Females,2028,722
High variant H1,85 years,Females,2029,777
High variant H1,85 years,Females,2030,796
High variant H1,85 years,Females,2031,859
High variant H1,85 years,Females,2032,855
High variant H1,85 years,Females,2033,929
High variant H1,85 years,Females,2034,1031
High variant H1,85 years,Females,2035,994
High variant H1,85 years,Females,2036,1040
High variant H1,85 years,Females,2037,1121
High variant H1,85 years,Females,2038,1096
High variant H1,85 years,Females,2039,1198
High variant H1,85 years,Females,2040,1214
High variant H1,85 years,Females,2041,1280
High variant H1,85 years,Females,2042,1314
High variant H1,85 years,Females,2043,1344
High variant H1,85 years,Females,2044,1318
High variant H1,85 years,Females,2045,1363
High variant H1,85 years,Females,2046,1356
High variant H1,85 years,Females,2047,1320
High variant H1,85 years,Females,2048,1416
High variant H1,85 years,Females,2049,1455
High variant H1,85 years,Females,2050,1506
High variant H1,85 years,Females,2051,1441
High variant H1,85 years,Females,2052,1521
High variant H1,85 years,Females,2053,1466
High variant H1,85 years,Females,2054,1370
High variant H1,85 years,Females,2055,1459
High variant H1,85 years,Females,2056,1399
High variant H1,85 years,Females,2057,1491
High variant H1,85 years,Females,2058,1704
High variant H1,85 years,Females,2059,1695
High variant H1,85 years,Females,2060,1602
High variant H1,85 years,Females,2061,1693
High variant H1,85 years,Females,2062,1687
High variant H1,85 years,Females,2063,1698
High variant H1,85 years,Females,2064,1793
High variant H1,85 years,Females,2065,1947
High variant H1,85 years,Females,2066,1997
High variant H1,85 years,Females,2067,1959
High variant H1,85 years,Females,2068,1989
High variant H1,85 years,Females,2069,2065
High variant H1,85 years,Females,2070,2067
High variant H1,85 years,Females,2071,2077
High variant H1,85 years,Females,2072,2075
High variant H1,85 years,Females,2073,2126
High variant H1,85 years,Females,2074,2365
High variant H1,86 years,Total,2026,973
High variant H1,86 years,Total,2027,1014
High variant H1,86 years,Total,2028,1074
High variant H1,86 years,Total,2029,1223
High variant H1,86 years,Total,2030,1279
High variant H1,86 years,Total,2031,1357
High variant H1,86 years,Total,2032,1478
High variant H1,86 years,Total,2033,1500
High variant H1,86 years,Total,2034,1622
High variant H1,86 years,Total,2035,1725
High variant H1,86 years,Total,2036,1760
High variant H1,86 years,Total,2037,1859
High variant H1,86 years,Total,2038,1885
High variant H1,86 years,Total,2039,1919
High variant H1,86 years,Total,2040,2071
High variant H1,86 years,Total,2041,2099
High variant H1,86 years,Total,2042,2202
High variant H1,86 years,Total,2043,2290
High variant H1,86 years,Total,2044,2385
High variant H1,86 years,Total,2045,2284
High variant H1,86 years,Total,2046,2409
High variant H1,86 years,Total,2047,2411
High variant H1,86 years,Total,2048,2321
High variant H1,86 years,Total,2049,2463
High variant H1,86 years,Total,2050,2530
High variant H1,86 years,Total,2051,2554
High variant H1,86 years,Total,2052,2542
High variant H1,86 years,Total,2053,2639
High variant H1,86 years,Total,2054,2544
High variant H1,86 years,Total,2055,2483
High variant H1,86 years,Total,2056,2565
High variant H1,86 years,Total,2057,2542
High variant H1,86 years,Total,2058,2733
High variant H1,86 years,Total,2059,3040
High variant H1,86 years,Total,2060,3118
High variant H1,86 years,Total,2061,3005
High variant H1,86 years,Total,2062,3167
High variant H1,86 years,Total,2063,3252
High variant H1,86 years,Total,2064,3228
High variant H1,86 years,Total,2065,3414
High variant H1,86 years,Total,2066,3692
High variant H1,86 years,Total,2067,3796
High variant H1,86 years,Total,2068,3748
High variant H1,86 years,Total,2069,3900
High variant H1,86 years,Total,2070,3992
High variant H1,86 years,Total,2071,4055
High variant H1,86 years,Total,2072,4038
High variant H1,86 years,Total,2073,4159
High variant H1,86 years,Total,2074,4386
High variant H1,86 years,Males,2026,446
High variant H1,86 years,Males,2027,429
High variant H1,86 years,Males,2028,471
High variant H1,86 years,Males,2029,545
High variant H1,86 years,Males,2030,551
High variant H1,86 years,Males,2031,611
High variant H1,86 years,Males,2032,672
High variant H1,86 years,Males,2033,697
High variant H1,86 years,Males,2034,749
High variant H1,86 years,Males,2035,755
High variant H1,86 years,Males,2036,825
High variant H1,86 years,Males,2037,880
High variant H1,86 years,Males,2038,828
High variant H1,86 years,Males,2039,884
High variant H1,86 years,Males,2040,939
High variant H1,86 years,Males,2041,952
High variant H1,86 years,Males,2042,991
